hi,it
-0.100917616958486,1
-0.100907688390926,1
-0.100988825855044,1
-0.100888374166412,1
-0.100905180975567,1
-0.100945078567203,1
-0.1009049459286,1
-0.100947794210122,1
-0.100920113574356,1
-0.100864431301655,1
-0.100982815693699,1
-0.100902648108612,1
-0.100917264757388,1
-0.10095860516474,1
-0.100843401429313,1
-0.100994117160605,1
-0.100903552103363,1
-0.100898531472662,1
-0.100988780797514,1
-0.10083694071071,1
-0.100957561797053,1
-0.100913758475116,1
-0.100890995810459,1
-0.100961926630526,1
-0.10085442802185,1
-0.100915812767654,1
-0.100937923530537,1
-0.100889720137792,1
-0.100934135216263,1
-0.100887759502057,1
-0.100885506258465,1
-0.100977057126129,1
-0.100892923045219,1
-0.100919379719654,1
-0.100934610241488,1
-0.100870937202159,1
-0.101003704267494,1
-0.10090130591857,1
-0.100913948598324,1
-0.100988925695627,1
-0.100870201856422,1
-0.100968085162507,1
-0.100917022716355,1
-0.100911958860899,1
-0.101002340423677,1
-0.100886627986697,1
-0.100918893004776,1
-0.100940540239668,1
-0.100909653138102,1
-0.10096040054205,1
-0.100915339071433,1
-0.100876420922753,1
-0.100975303066217,1
-0.100906754448219,1
-0.100927183064666,1
-0.100951959540936,1
-0.10085030014564,1
-0.10099899177942,1
-0.100906370510936,1
-0.100905684605386,1
-0.100989632031302,1
-0.100839670176041,1
-0.100971289484701,1
-0.10091425735762,1
-0.100896530557804,1
-0.100974069349011,1
-0.10085348385121,1
-0.100928387460782,1
-0.100934428907273,1
-0.100893585594246,1
-0.100943065256115,1
-0.100880304668801,1
-0.1012185552013,1
-0.100895918398684,1
-0.100968165765949,1
-0.100895106228784,1
-0.100925033518289,1
-0.100924721472644,1
-0.100875832102404,1
-0.101001727846032,1
-0.100901209336421,1
-0.100917338317832,1
-0.100977551472593,1
-0.100872361593365,1
-0.100982591571134,1
-0.100913836786245,1
-0.100914109889841,1
-0.101029745334035,1
-0.101016217677101,1
-0.100886014282754,1
-0.100933568074185,1
-0.1009352264696,1
-0.100911399042662,1
