hi,it
-0.0342999456018914,1
-0.033532086162498,1
-0.0327188951667418,1
-0.0310951814052127,1
-0.029965652078438,1
-0.0278293454276282,1
-0.024881544545238,1
-0.0223087722781238,1
-0.0200979928995225,1
-0.016801602103397,1
-0.0136946807498007,1
-0.0104011571053282,1
-0.0065600721012614,1
-0.00252059430418666,1
0.00111851312183704,1
0.00504742593341271,1
0.0077170892108134,1
0.00881945840082922,1
0.00689850714332191,1
0.00294331802271103,1
-0.00103211538077453,1
-0.00579827261183493,1
-0.010080694579841,1
-0.0135657651559453,1
-0.0172123715414535,1
-0.0208656497549622,1
-0.0246758000554944,1
-0.0283599292457067,1
-0.032803050579168,1
-0.0350407475031231,1
-0.0384580603987788,1
-0.0420429549241069,1
-0.0448011999436723,1
-0.047375115265357,1
-0.0493164079687205,1
-0.0518579881819108,1
-0.0539196501225457,1
-0.0562456117723592,1
-0.0590786939683842,1
-0.0611037680847047,1
-0.0628139856454585,1
-0.0640832002305564,1
-0.0651481441502975,1
-0.0659480725715671,1
-0.0654370171061679,1
-0.0646348133562416,1
-0.0630004490063469,1
-0.060362739444775,1
-0.0573856139925138,1
-0.0533785098952365,1
-0.0495609018538899,1
-0.0460916945936051,1
-0.0423896582894986,1
-0.0384904063782194,1
-0.0336539456466798,1
-0.0293257575391133,1
-0.024412079292587,1
-0.0191370205775302,1
-0.0144988921890794,1
-0.00897270374971856,1
-0.00393957375703759,1
0.00120362235377077,1
0.00611833288509982,1
0.00901626548780435,1
0.0100710367752533,1
0.00738919709781147,1
0.00312512187149675,1
-0.00130244511225016,1
-0.0047815909023755,1
-0.00838314781995056,1
-0.0122279550458218,1
-0.0160414156600644,1
-0.0193038274929734,1
-0.0231045622668611,1
-0.0255005707113352,1
-0.0296353019573374,1
-0.0312397819427491,1
-0.0342394131848162,1
-0.0352291258279644,1
-0.0365199652373676,1
-0.0386306413560082,1
-0.0390737471001521,1
-0.0399120659036293,1
-0.0415745755602108,1
-0.0416111694435377,1
-0.0418122074044471,1
-0.0419383344416433,1
-0.0416899426768323,1
-0.0413282870547366,1
-0.0411731210454945,1
-0.0411937092270367,1
-0.0399887623180947,1
-0.0392279334464306,1
-0.0385810907422234,1
-0.0381466143796477,1
-0.0368345862596682,1
-0.0362123821187271,1
-0.0355665274339335,1
-0.0344307218494661,1
-0.0337691515678217,1
-0.0331857866483793,1
-0.0327925987248024,1
-0.032465952967972,1
-0.0323114617345685,1
-0.0322183908701234,1
-0.0322863450913294,1
-0.0323989725081496,1
-0.0326865994522432,1
-0.032980745086894,1
-0.0334987531160857,1
-0.0339512093745883,1
-0.0347242262136593,1
-0.0349229376894761,1
-0.0349447671864828,1
-0.0347755138081554,1
-0.0349806446299086,1
-0.0347925225573019,1
