hi,it
-0.0995462938761124,1
-0.0996298137472517,1
-0.0995923207036541,1
-0.0995951763058669,1
-0.0995977063191214,1
-0.0995886186637798,1
-0.0995974602809164,1
-0.0995517160950366,1
-0.0996371310376313,1
-0.0995483258028513,1
-0.0996351921886499,1
-0.0995753227842664,1
-0.0996565583010535,1
-0.0995204000791663,1
-0.0996292519758091,1
-0.0995759095635758,1
-0.0996249871678118,1
-0.099537704261339,1
-0.0996434684622734,1
-0.0995831241298099,1
-0.0995782043877343,1
-0.0995722647441444,1
-0.0995986750114915,1
-0.0995909046388807,1
-0.0995660646528477,1
-0.0996392029735482,1
-0.09954806620803,1
-0.099599652921685,1
-0.0995506528787587,1
-0.0996490674376674,1
-0.0995309244174012,1
-0.0996460329918114,1
-0.0995849859410669,1
-0.099634532048857,1
-0.099525037135306,1
-0.0996366389904793,1
-0.0995745986526564,1
-0.0995940831055623,1
-0.0995712195034344,1
-0.09961715728944,1
-0.099577530829949,1
-0.09954879827577,1
-0.0996164938853685,1
-0.0995684206124888,1
-0.0996165717059607,1
-0.0995692005546675,1
-0.0996625313868197,1
-0.0995240418148696,1
-0.0996118759283285,1
-0.0995681817485275,1
-0.0996436000897222,1
-0.0995274944720127,1
-0.0996542694559776,1
-0.0995888556583127,1
-0.0995922674910317,1
-0.0995510524971369,1
-0.0996286302212221,1
-0.0995921363000034,1
-0.0995668705360152,1
-0.0996162165619127,1
-0.0995746250726141,1
-0.099594835807015,1
-0.0995393882958235,1
-0.099651979523785,1
-0.0995385686048418,1
-0.0996278579197923,1
-0.0995781186875179,1
-0.0996531529163889,1
-0.0995202228128996,1
-0.0996315326543295,1
-0.0995785498996214,1
-0.0996109011151568,1
-0.0995396688554612,1
-0.0996338263577964,1
-0.0995845313529112,1
-0.0995559227050579,1
-0.0995841478133885,1
-0.0995929261873876,1
-0.0996101343459583,1
-0.0995548248441099,1
-0.0996505143343696,1
-0.099543192003711,1
-0.0996133583282284,1
-0.099554497397173,1
-0.0996547691250567,1
-0.0995387540815618,1
-0.0996507902350158,1
-0.0995830463632324,1
-0.0996255249709606,1
-0.0995421857001637,1
-0.0996282416222871,1
-0.0995892796495809,1
-0.0995929450155207,1
-0.0995928846311532,1
-0.0995871693751966,1
-0.0995937056322568,1
-0.0995505108122057,1
