hi,it
-0.0994959477791419,1
-0.099441466357779,1
-0.0995059114009059,1
-0.0994399722256721,1
-0.0995317346360481,1
-0.09942265529058,1
-0.0995087672236155,1
-0.0994350281207736,1
-0.0995255049683863,1
-0.0994235129146453,1
-0.0995196106526842,1
-0.0994506475242516,1
-0.0995036981972141,1
-0.0994209719141286,1
-0.099491386881367,1
-0.0994530014037776,1
-0.0994609526283243,1
-0.0994478466062697,1
-0.099459569329403,1
-0.0994643838604411,1
-0.0994206015801436,1
-0.099489553432463,1
-0.0994217004838892,1
-0.0994843413877685,1
-0.0994274718422004,1
-0.0995223026051271,1
-0.0994078206215933,1
-0.0994930041350325,1
-0.0994255558366251,1
-0.0995138290726575,1
-0.0993985674268544,1
-0.0995025785067142,1
-0.0994429840729119,1
-0.0994813513194369,1
-0.0994016703817125,1
-0.099478897638552,1
-0.0994417235488052,1
-0.0994331670802207,1
-0.0994338941800322,1
-0.0994398978565742,1
-0.0994481358836362,1
-0.0993964636043065,1
-0.0994764325235179,1
-0.099406680121358,1
-0.0994657711841976,1
-0.0994093454571568,1
-0.0995117400617085,1
-0.0993931894407599,1
-0.0994785635003602,1
-0.099412975095862,1
-0.0995011116071674,1
-0.0993816951682341,1
-0.0994861213912179,1
-0.099432135096954,1
-0.0994661979682544,1
-0.0993855606174157,1
-0.0994647600056831,1
-0.0994298759052614,1
-0.0994147455294031,1
-0.0994178837174834,1
-0.0994256975162304,1
-0.0994324629352883,1
-0.0993781629377542,1
-0.0994621109658054,1
-0.0993944749965826,1
-0.0994506130132462,1
-0.0993938281266168,1
-0.0995006222906734,1
-0.0993813512024046,1
-0.0994639463475974,1
-0.0994001717244393,1
-0.0994913762514757,1
-0.0993688922969006,1
-0.0994720897282616,1
-0.0994206217259158,1
-0.0994558591464637,1
-0.0993713070081172,1
-0.099453204235127,1
-0.0994193789075314,1
-0.0994035527373408,1
-0.0994037001361238,1
-0.099416694413992,1
-0.099420837087794,1
-0.09936493844587,1
-0.0994488856729398,1
-0.0993852198015842,1
-0.099437507644495,1
-0.0993821646999782,1
-0.0994907588843273,1
-0.0993718543973162,1
-0.0994486735413177,1
-0.0993889654787433,1
-0.099484074142232,1
-0.0993588495500333,1
-0.0994610247201312,1
-0.099410336910299,1
-0.0994495685131934,1
-0.0993583913813699,1
