hi,it
-0.0332862754924455,1
-0.0349584212755817,1
-0.0380332160940669,1
-0.0415120083966565,1
-0.0445944469385117,1
-0.0461362326308385,1
-0.0486607919310745,1
-0.0502113550084575,1
-0.0512598036434357,1
-0.0525946995902366,1
-0.0546180851795655,1
-0.0554943816473795,1
-0.0555639694512464,1
-0.0560423492851525,1
-0.0569045845365292,1
-0.0573190238359406,1
-0.0572848753303882,1
-0.0572926861787552,1
-0.0569357849921872,1
-0.0565439638766204,1
-0.0563129229513089,1
-0.0561765242073537,1
-0.0560239331433764,1
-0.0556794686900554,1
-0.0554762572258899,1
-0.0554322962048178,1
-0.0547667701354858,1
-0.0542450224579576,1
-0.0540724501886302,1
-0.0536788358917175,1
-0.053572885900819,1
-0.0529961710478124,1
-0.0527790355430789,1
-0.0515603714134315,1
-0.0508677775167557,1
-0.0494893900770152,1
-0.0489158697128561,1
-0.0474705734715356,1
-0.0465889501546961,1
-0.0450533111536155,1
-0.044290927926368,1
-0.0429361799199678,1
-0.0423761023980497,1
-0.04107397607859,1
-0.0406654440486742,1
-0.0388486902451254,1
-0.0376827242128492,1
-0.0372154451054851,1
-0.0373832978186596,1
-0.0372841298631508,1
-0.0380010074227778,1
-0.0389326997641447,1
-0.0401816542425088,1
-0.0411158741452813,1
-0.0421241447853853,1
-0.0431966599867203,1
-0.0440242639056314,1
-0.0444962881433008,1
-0.0443324595766432,1
-0.0441250117883407,1
-0.0433591146210329,1
-0.042664307975432,1
-0.0418857396900659,1
-0.0410215318495112,1
-0.0400628359636098,1
-0.0389786235684812,1
-0.0377793787168889,1
-0.0370490487344055,1
-0.0366934295500187,1
-0.0373683686162532,1
-0.0376022364527071,1
-0.0391058896026752,1
-0.0403967334451416,1
-0.0414539812675449,1
-0.0422244397297693,1
-0.043216183970438,1
-0.0442005134302101,1
-0.0448861192671112,1
-0.0460740743914472,1
-0.046723587360036,1
-0.0472497504611191,1
-0.0472943016077343,1
-0.0477082611068252,1
-0.0463893990005307,1
-0.0451972404276483,1
-0.0436158569753369,1
-0.0413290526004516,1
-0.0397423513001478,1
-0.0370998092714866,1
-0.0355221461494595,1
-0.034526008874139,1
-0.035355627112726,1
-0.0364170382922064,1
-0.0377661740384227,1
-0.0398019764821535,1
-0.0418876706874927,1
-0.0433333973188432,1
-0.0442579698772428,1
-0.0453744130608721,1
-0.0464590218962579,1
-0.0475976635891771,1
-0.0489601295675192,1
-0.0500613264182163,1
-0.0511541908929932,1
-0.0517585845523797,1
-0.0516047507079879,1
-0.0521091194156486,1
-0.052504103160033,1
-0.052689794162129,1
-0.0523601924872339,1
-0.0520892529503271,1
-0.0518868286595409,1
