hi,it
-0.0832080544373709,1
-0.0839688106605494,1
-0.0850749640167051,1
-0.0856438806238045,1
-0.0860319784887853,1
-0.0861123942352645,1
-0.085990078506113,1
-0.0856874106860455,1
-0.0853746825716803,1
-0.0850488127943299,1
-0.084919875092704,1
-0.0848801618711201,1
-0.0849803878724332,1
-0.0850700389261306,1
-0.0854034639709414,1
-0.085536075405458,1
-0.0856922607864061,1
-0.0857571622640168,1
-0.0853458184562992,1
-0.0846012993554833,1
-0.0833391158915621,1
-0.0821730543234768,1
-0.0812042473155657,1
-0.0798790668731562,1
-0.0790527542833666,1
-0.0780976507107155,1
-0.0776204100146683,1
-0.0777179894084003,1
-0.0783878852562801,1
-0.0793948792835772,1
-0.0806022803247664,1
-0.0820498607470086,1
-0.0837333780506903,1
-0.0857813963715316,1
-0.0878179427536968,1
-0.0897238258493295,1
-0.0914443991977516,1
-0.0927473724101767,1
-0.0930190388992631,1
-0.0925145561634226,1
-0.091285575165603,1
-0.0897233057054071,1
-0.0881804808904663,1
-0.0865338948329804,1
-0.0844304565078474,1
-0.0824962727512829,1
-0.0803268556157721,1
-0.0783107219969716,1
-0.0770159294790724,1
-0.0762673274447544,1
-0.0769071756575581,1
-0.0783785753618316,1
-0.0797724707861262,1
-0.0815785816756024,1
-0.0835837794275095,1
-0.0854947224199883,1
-0.087366918684779,1
-0.0891418948256029,1
-0.0912094117552146,1
-0.0931386113749816,1
-0.0950515375119795,1
-0.0969947214005692,1
-0.0985022017235086,1
-0.098261926507735,1
-0.0967348518647137,1
-0.0948001723509936,1
-0.0928936861007269,1
-0.0910337154701423,1
-0.0887262763956461,1
-0.0863257939241778,1
-0.0843650511184524,1
-0.0817907530415183,1
-0.079375952232647,1
-0.0774322415368446,1
-0.0756125471290041,1
-0.0752021020611137,1
-0.0758610160419339,1
-0.077826958815431,1
-0.0798444509024956,1
-0.0817605726729402,1
-0.0837341213489001,1
-0.0855474281731438,1
-0.0872638237389663,1
-0.0889739953545681,1
-0.0904563234177809,1
-0.0920189855131748,1
-0.0935922578476931,1
-0.0952808323643572,1
-0.0972234246581215,1
-0.0989166152636762,1
-0.0982586753649122,1
-0.0964124624068352,1
-0.0943558381522331,1
-0.0923852661251834,1
-0.0906096866532957,1
-0.0893518200797126,1
-0.0882785346974418,1
-0.0873805226158925,1
-0.0868542838910979,1
-0.0860693939467088,1
-0.0848690746938014,1
-0.0833534195055556,1
-0.0818970931567724,1
-0.0806054665630344,1
-0.0793023111482759,1
-0.0783661777842727,1
-0.0776940293430113,1
-0.0774692487196799,1
-0.0778456171577406,1
-0.0783857856091085,1
-0.0794293157113089,1
-0.0800082073458807,1
